product_variation_id,customer_id,quantity,create_time,delete_time
258,3652,4,2021-07-05 06:56:34,
259,3026,5,2022-07-13 12:50:53,
259,5268,3,2023-07-24 12:23:41,
259,3658,4,2020-03-28 05:17:32,1627276338
259,7156,8,2023-03-01 11:00:35,
259,7720,1,2023-09-03 21:31:49,
259,8354,1,2021-12-26 00:05:15,
259,2249,4,2021-10-21 06:14:35,
260,7402,8,2020-05-07 20:28:15,
260,7126,10,2023-06-29 05:54:35,
260,6109,7,2021-01-16 05:01:47,
260,5561,8,2020-01-30 00:19:59,1697037720
260,7156,2,2022-02-22 01:30:02,
260,4046,8,2020-08-17 19:06:48,
260,5499,5,2021-01-09 13:51:24,
260,6109,5,2022-11-01 18:04:27,1643294247
260,4012,7,2020-06-22 07:54:18,1586419448
261,7762,4,2022-06-12 22:08:10,
261,3168,3,2020-10-22 18:16:02,
261,6761,1,2020-07-27 12:23:36,
261,8395,4,2022-03-01 02:04:58,
262,3432,2,2023-09-10 21:34:04,
262,9140,9,2023-10-02 06:40:19,
262,3069,10,2023-05-01 03:51:31,
262,6109,8,2022-07-31 21:01:00,
262,9348,9,2022-03-03 12:25:28,
262,7402,2,2023-04-24 23:52:07,
263,9677,9,2022-03-01 07:41:01,1636947866
263,1736,5,2021-04-27 22:33:34,
263,9174,8,2021-03-16 20:04:56,
263,3652,3,2020-05-08 00:24:41,
263,6666,1,2022-05-30 05:36:30,1617429633
264,7982,1,2022-05-16 13:14:01,1625867620
264,2609,3,2023-09-02 00:27:01,
264,3168,1,2020-03-02 13:02:10,
264,6596,4,2022-11-02 05:40:01,
264,5131,3,2021-01-01 17:02:34,
264,5561,8,2023-09-18 02:22:05,
265,5313,1,2022-03-02 22:27:51,
265,6594,9,2022-06-10 14:36:36,1597256330
265,8354,6,2020-03-06 22:41:36,1626389690
265,6761,10,2023-03-24 23:07:40,
266,7588,7,2021-07-11 23:59:09,1692829962
266,1224,4,2021-12-10 08:42:26,
266,9677,1,2020-01-28 06:52:55,1679425719
266,9772,4,2020-04-01 02:58:17,
266,5728,2,2021-01-02 04:01:26,1682140401
266,7402,7,2021-08-19 07:33:56,
267,6733,5,2023-05-26 18:15:49,
267,3602,6,2021-12-27 15:23:39,
267,2609,6,2021-01-01 13:45:52,
267,9864,9,2020-05-18 07:33:20,
267,3825,2,2020-06-26 17:25:36,
267,4778,8,2020-09-12 21:19:59,
267,7049,7,2020-08-25 00:26:41,
267,3602,4,2023-04-18 19:31:32,1681852917
268,5313,1,2022-03-02 22:27:51,
268,6594,9,2022-06-10 14:36:36,1597256330
268,8354,6,2020-03-06 22:41:36,1626389690
268,6761,10,2023-03-24 23:07:40,
269,1086,3,2023-10-26 17:38:34,
269,3931,1,2023-07-10 02:12:38,1614345253
269,7588,9,2022-01-19 16:39:02,
269,7156,8,2021-11-24 01:35:22,
269,1975,9,2020-06-11 22:00:52,
269,8463,1,2021-04-23 07:53:30,
269,6266,5,2020-03-23 22:54:24,
269,8395,6,2020-11-18 05:16:22,
269,6266,4,2020-02-02 02:49:21,
269,9026,8,2021-12-02 16:07:36,
270,3320,9,2021-07-09 01:50:49,1591782455
270,9940,2,2022-08-22 13:59:48,
270,7893,6,2020-03-02 02:27:44,
270,8293,6,2022-12-01 02:01:34,1643062110
270,1596,7,2021-10-21 00:00:49,
270,9677,1,2020-02-07 02:50:07,1670397765
270,5715,10,2021-10-12 15:24:45,
270,3652,9,2021-01-08 22:26:37,1581939472
271,8393,1,2021-10-17 07:55:23,
271,1493,3,2022-11-24 22:10:00,1585782372
271,690,6,2020-11-09 05:08:15,1580158745
271,7791,9,2022-09-17 14:45:42,1682464944
271,9348,3,2023-06-05 01:45:39,
271,9839,9,2020-12-19 10:28:07,
272,9304,3,2021-01-26 01:20:55,
272,2464,3,2022-07-29 13:27:22,1673521910
272,962,1,2020-10-08 17:34:31,1675271809
272,5574,6,2023-08-14 04:15:16,
272,8293,6,2023-02-22 06:55:23,
272,3957,4,2023-09-26 19:06:41,
272,4268,3,2022-01-24 12:04:09,
272,690,2,2022-10-18 14:11:07,1643093377
272,1233,9,2021-05-27 13:17:22,
272,7968,8,2020-10-11 02:05:13,
273,7588,7,2022-05-19 23:01:31,
273,6030,3,2020-02-25 15:51:05,
273,5131,1,2022-07-03 17:56:38,
273,545,7,2023-08-29 22:11:14,
273,66,8,2021-09-15 22:45:37,
273,6739,5,2023-09-22 15:36:41,1601651612
273,3026,1,2023-01-07 09:57:36,
274,1224,10,2020-08-18 20:07:16,
274,1024,6,2020-11-20 17:10:14,1607171364
274,3320,7,2022-03-17 13:38:04,
274,2385,9,2023-09-01 17:19:56,1623595347
274,8551,8,2021-12-19 04:05:38,
275,8407,4,2023-02-14 06:34:37,
275,9067,10,2023-04-11 18:21:04,
275,8233,8,2022-03-24 13:40:30,1595537929
275,2249,6,2023-10-26 11:50:21,
275,134,8,2021-02-04 01:29:36,
275,9839,1,2022-03-02 16:03:18,
275,1086,2,2021-07-12 09:34:50,1675997592
275,6666,8,2021-02-25 16:51:39,1650156283
276,3026,1,2023-06-09 23:29:19,
276,6317,1,2020-11-01 00:54:27,
277,7380,7,2020-10-06 12:50:22,1646890241
277,629,1,2021-03-26 22:18:06,
277,6739,9,2020-08-29 11:07:44,
277,1233,9,2021-02-19 18:38:28,1690554840
277,8618,9,2020-09-28 10:55:20,
277,8354,2,2022-11-22 16:05:15,
277,8395,7,2020-05-12 06:30:52,
277,8618,4,2021-11-30 06:32:20,
277,362,1,2020-11-29 12:58:20,
278,3168,2,2020-08-26 05:08:14,
278,2252,7,2021-09-02 16:42:21,
278,8463,2,2020-10-08 07:13:27,
278,8938,7,2022-05-23 21:21:59,
278,6596,8,2023-01-03 10:37:15,
278,1164,10,2022-02-13 15:21:13,1686657619
279,3026,3,2022-10-19 05:29:04,1599582086
279,9621,5,2020-04-04 16:35:01,
280,7400,8,2023-02-12 18:56:12,
280,1667,7,2022-09-08 20:05:00,
280,8365,7,2022-11-12 00:12:07,1661171336
280,7762,1,2021-11-05 19:55:15,1634426885
281,9609,5,2021-02-25 13:58:40,
281,6739,5,2023-08-30 16:12:49,
281,962,5,2021-01-25 08:34:10,
281,137,6,2023-01-26 08:15:05,
281,2664,8,2023-04-10 04:49:29,1594751667
281,3069,9,2022-04-10 01:49:15,1667249404
282,4270,5,2023-01-15 19:26:31,
282,4105,3,2020-05-29 02:28:48,
282,8086,6,2020-09-23 06:10:29,
282,488,8,2022-09-26 18:50:38,
282,1596,4,2022-01-17 03:04:37,1641572980
282,7484,9,2021-08-30 02:51:35,
283,8293,1,2022-09-24 02:20:49,1683654478
283,1461,10,2023-07-29 18:54:59,
283,9718,3,2021-09-14 17:44:33,
283,4105,2,2021-09-11 00:28:01,
283,5131,4,2022-08-04 06:01:32,
283,1736,3,2022-05-27 22:46:25,
284,3957,5,2022-04-22 12:33:42,
284,7416,10,2021-10-13 14:06:54,
284,8214,5,2023-05-03 01:16:25,
284,690,3,2023-06-10 13:01:35,
285,1181,3,2021-11-19 01:22:02,
285,9899,8,2020-07-24 20:42:50,
285,7593,2,2023-02-18 20:22:00,1656438215
285,839,7,2023-09-09 17:44:24,1640772589
285,5692,4,2023-10-22 07:13:38,
285,1233,6,2022-08-10 23:28:40,
285,1233,4,2023-03-31 23:55:17,
285,9621,5,2020-04-02 21:53:20,1587417375
286,6733,5,2023-05-26 18:15:49,
286,3602,6,2021-12-27 15:23:39,
286,2609,6,2021-01-01 13:45:52,
286,9864,9,2020-05-18 07:33:20,
286,3825,2,2020-06-26 17:25:36,
286,4778,8,2020-09-12 21:19:59,
286,7049,7,2020-08-25 00:26:41,
286,3602,4,2023-04-18 19:31:32,1681852917
287,3245,6,2021-06-29 00:35:44,
287,9740,1,2022-04-08 21:02:02,1626437669
287,2766,4,2022-05-01 02:08:17,
287,4682,8,2021-05-11 13:06:34,
287,2249,1,2021-04-11 10:24:28,1586630867
287,6317,9,2021-11-28 20:42:06,
287,6266,8,2020-01-29 11:45:40,
287,690,4,2022-01-23 21:21:50,
288,3091,8,2020-04-30 04:41:37,
288,8298,5,2022-09-22 20:27:42,
288,9067,1,2023-10-24 08:14:19,
288,6761,9,2020-12-29 00:54:20,
288,9609,1,2020-02-03 10:38:48,1581693446
288,5131,6,2020-11-27 01:19:21,
288,5561,3,2023-01-20 02:29:06,
289,2252,4,2022-12-04 12:43:38,
289,945,7,2023-01-23 17:52:28,
289,9304,2,2020-10-14 22:04:32,
289,6121,4,2022-03-10 13:35:06,
289,3923,4,2021-05-26 05:47:50,
289,8938,10,2022-06-28 22:14:57,
289,1461,1,2021-06-04 12:16:54,
289,7158,8,2021-12-22 06:37:14,1621486574
289,7158,4,2023-07-29 20:27:48,
289,8938,5,2020-08-24 06:46:20,
289,1416,1,2022-05-29 19:34:45,
290,7981,1,2022-11-18 17:07:11,
290,839,8,2021-03-22 23:57:47,
290,2205,10,2022-01-30 07:09:32,
290,8846,2,2020-04-25 09:29:42,
290,4277,1,2021-11-19 04:35:05,
290,2448,10,2021-04-03 05:16:53,
291,7720,3,2023-09-29 12:04:37,1601109577
291,5574,8,2022-07-13 14:30:07,
291,7759,1,2021-06-17 14:26:21,1636701340
292,3446,8,2022-04-29 12:24:32,
292,3658,7,2020-03-29 02:05:35,
292,5847,7,2020-05-31 12:05:53,
292,3707,1,2021-08-09 08:11:45,
293,5313,7,2022-03-01 09:14:21,
293,545,1,2022-02-27 01:02:12,
293,66,9,2021-01-18 04:36:09,
293,6594,8,2022-06-05 17:19:47,
293,7049,4,2021-07-01 17:04:40,
294,4277,3,2021-03-19 13:44:37,1657881380
294,2249,10,2021-04-21 18:24:08,
294,4556,6,2022-04-23 01:24:01,
294,3168,2,2020-04-01 16:01:43,
294,5574,10,2022-04-17 17:08:45,
295,1224,9,2023-05-28 12:21:00,
295,9026,2,2020-12-23 02:29:06,
295,7126,9,2023-08-11 09:09:19,1681385161
295,3000,10,2022-04-07 00:53:19,
295,7416,6,2022-12-07 22:35:11,
295,7968,2,2021-12-16 03:29:16,
296,4228,2,2020-04-11 18:30:36,
296,9864,1,2020-09-21 06:44:30,
296,1233,5,2023-03-07 08:12:34,1604812432
296,4647,10,2020-08-25 11:45:21,1577848979
296,5711,10,2020-07-31 11:30:19,
296,519,5,2023-02-13 01:47:42,
297,7380,4,2021-07-21 05:24:00,
297,2385,4,2023-03-12 17:59:12,1661928610
297,3602,2,2022-08-14 01:17:42,
297,8285,1,2022-01-20 21:30:19,
297,4046,4,2022-07-21 11:19:50,1645023508
297,6137,1,2020-08-28 04:48:34,
297,9421,9,2022-02-12 12:23:50,
298,1224,9,2022-04-21 23:15:50,1683642942
298,1752,7,2023-08-31 22:55:20,1586108447
298,1596,5,2021-01-01 18:40:25,
298,7762,5,2020-07-15 13:37:06,1628518750
298,1136,3,2020-06-11 07:21:05,
298,9421,8,2020-03-14 19:29:26,
298,9026,5,2020-05-11 08:35:28,1628078925
299,183,1,2022-05-24 22:51:09,
299,6109,5,2020-07-17 16:18:07,1601610341
299,7156,3,2022-12-12 20:45:04,1591491002
299,1636,6,2021-12-30 16:39:52,
299,3484,3,2023-08-08 07:05:40,
300,7298,1,2020-11-26 03:28:32,
300,3928,7,2023-05-02 05:27:59,
300,8365,9,2022-07-20 23:50:17,
300,3923,7,2022-08-02 19:40:09,1596652564
300,5715,5,2021-11-15 00:05:23,
301,9677,1,2022-03-24 07:32:16,
301,8214,1,2020-12-07 05:49:16,
301,9067,4,2022-12-24 12:34:57,1668534958
301,7484,2,2020-06-18 12:20:48,
301,9899,5,2022-01-06 07:17:09,
301,3658,2,2023-06-26 18:29:53,
301,4105,9,2020-04-10 21:23:55,1648245626
301,4268,1,2020-05-27 13:39:41,
302,2664,7,2021-11-20 02:48:09,1674891110
302,1974,3,2023-03-09 06:18:06,
303,1975,10,2022-05-02 01:25:49,
303,1667,2,2020-08-16 03:53:37,
303,6137,8,2021-12-25 13:20:59,
304,3869,5,2021-11-22 16:12:41,
304,9174,4,2022-08-25 08:59:21,1692423319
304,4681,4,2021-09-05 17:16:05,1660774098
304,4807,3,2021-08-16 15:48:44,
304,3091,5,2020-02-23 10:13:48,
304,3484,6,2020-11-10 14:14:49,
304,8578,9,2021-09-17 19:00:56,
304,6137,5,2023-02-22 13:10:06,
305,5728,4,2023-07-31 00:32:19,
305,134,4,2022-05-15 05:53:20,
305,8393,10,2023-06-19 05:38:11,
305,8064,6,2022-02-26 15:06:44,
305,9864,9,2023-02-08 12:50:27,
305,3446,10,2020-04-27 01:56:35,1589882417
306,8064,2,2021-01-19 13:56:38,
306,545,1,2020-09-15 04:43:57,
306,7484,10,2020-10-03 01:26:02,
306,7158,6,2022-05-27 12:45:29,
307,3168,10,2022-10-07 02:50:07,1687946938
307,7982,5,2022-04-07 05:42:06,
307,8242,4,2020-10-31 14:31:29,
307,1596,4,2021-05-09 06:26:22,
307,7219,4,2020-01-09 17:42:54,
308,2156,9,2021-11-11 09:31:12,
309,134,6,2020-04-26 10:28:40,1620404910
309,9183,3,2022-11-20 04:16:48,1667010253
309,5313,2,2023-08-14 10:52:38,1666831178
309,3825,9,2021-11-06 10:42:54,
309,3069,7,2020-05-13 21:27:58,
309,2927,1,2020-09-06 09:26:55,
309,2156,8,2023-02-20 12:09:42,
310,7762,1,2021-01-05 22:41:15,
310,3848,3,2020-02-27 21:42:18,
310,4012,9,2022-06-04 17:15:27,
310,3000,8,2022-02-08 05:34:00,
310,9421,5,2021-11-11 23:00:34,
311,5728,2,2020-01-01 04:05:31,
311,9798,2,2020-08-02 02:16:21,1625434181
311,9621,6,2023-08-26 08:33:46,
311,9183,5,2022-03-23 08:02:01,
311,5131,2,2023-09-12 09:40:16,1679247927
311,1926,6,2021-05-15 15:46:15,
312,6594,2,2022-11-20 14:27:24,1672478267
312,9629,9,2021-07-19 22:23:05,1677457267
312,1926,5,2021-01-17 00:13:48,
313,5561,6,2021-11-08 19:43:12,1589945960
313,962,10,2020-07-25 21:40:46,1604068113
313,1136,2,2023-04-30 13:31:52,
313,4647,7,2021-04-02 08:02:19,
313,6266,10,2020-03-25 22:39:32,1672992811
313,6030,1,2023-04-30 16:15:36,
313,9899,5,2020-03-24 07:44:45,
313,5313,8,2023-02-26 13:56:51,
314,7268,5,2020-05-26 04:11:29,1670290473
314,6317,7,2020-04-22 12:34:47,
314,4105,2,2022-12-04 18:56:44,
314,1975,4,2020-01-11 11:18:11,
314,690,5,2020-12-08 14:14:40,1673469060
314,6761,4,2020-03-17 03:38:06,
314,7761,4,2021-05-20 05:52:08,
314,5561,9,2020-08-02 10:06:12,1597645464
314,362,1,2020-01-16 09:16:36,
315,3869,1,2023-01-29 06:01:49,
315,4197,10,2022-10-24 04:46:31,
315,4681,4,2022-05-02 20:29:02,
315,5561,7,2022-10-31 21:26:00,
315,2385,9,2022-08-18 17:46:33,
315,6111,6,2022-06-09 11:12:45,1611662172
315,6121,7,2023-10-12 09:03:28,
316,7761,2,2021-08-17 19:35:35,
316,9621,4,2021-09-22 07:29:58,
317,1461,10,2023-07-04 09:18:30,
317,4182,1,2021-11-10 07:55:51,
317,9629,2,2020-10-14 02:07:06,
317,3000,1,2022-01-11 04:37:55,
317,8233,3,2022-12-28 03:33:33,
317,839,8,2023-07-09 15:10:02,1594333514
317,9747,1,2023-06-15 12:52:09,
317,9140,8,2022-09-09 23:23:33,
317,7219,3,2023-07-19 12:14:28,1602151853
317,183,5,2020-05-28 10:01:54,
317,1408,8,2022-07-07 21:45:23,1604501902
317,4182,4,2020-05-16 01:25:34,
318,1408,5,2021-02-18 11:45:08,
318,2418,6,2021-03-02 07:47:01,
318,6596,7,2020-04-10 01:01:31,
319,8393,6,2022-07-02 02:43:22,
319,1024,2,2021-08-12 10:33:37,
320,1408,5,2021-02-18 11:45:08,
320,2418,6,2021-03-02 07:47:01,
320,6596,7,2020-04-10 01:01:31,
321,3957,5,2021-10-04 09:36:24,
321,7380,8,2022-09-06 15:36:08,1679161154
321,3432,6,2020-11-12 21:35:59,
321,4182,1,2020-02-14 13:43:08,
321,1974,3,2022-04-09 07:04:14,1597902519
322,545,2,2022-11-08 05:10:42,
322,4681,6,2023-06-23 00:51:43,
322,2927,8,2020-03-20 10:36:54,
322,9304,7,2021-03-05 09:19:53,
323,4197,5,2022-11-18 11:29:33,1592682578
323,5574,4,2022-03-14 13:31:31,
323,8242,10,2021-07-27 17:01:12,1677277877
323,3317,6,2020-10-22 21:15:03,
323,5131,8,2020-01-10 15:08:36,
323,572,1,2022-05-17 03:06:06,
323,962,5,2023-03-03 08:08:26,
324,4270,5,2023-01-15 19:26:31,
324,4105,3,2020-05-29 02:28:48,
324,8086,6,2020-09-23 06:10:29,
324,488,8,2022-09-26 18:50:38,
324,1596,4,2022-01-17 03:04:37,1641572980
324,7484,9,2021-08-30 02:51:35,
325,2766,9,2023-07-03 03:48:49,
325,9026,8,2020-11-09 00:23:21,
325,3602,7,2022-01-14 16:54:36,1608663919
325,2249,3,2022-12-01 10:48:51,1662326375
325,945,4,2023-10-01 05:18:30,
326,7981,1,2022-11-18 17:07:11,
326,839,8,2021-03-22 23:57:47,
326,2205,10,2022-01-30 07:09:32,
326,8846,2,2020-04-25 09:29:42,
326,4277,1,2021-11-19 04:35:05,
326,2448,10,2021-04-03 05:16:53,
327,3245,6,2021-06-29 00:35:44,
327,9740,1,2022-04-08 21:02:02,1626437669
327,2766,4,2022-05-01 02:08:17,
327,4682,8,2021-05-11 13:06:34,
327,2249,1,2021-04-11 10:24:28,1586630867
327,6317,9,2021-11-28 20:42:06,
327,6266,8,2020-01-29 11:45:40,
327,690,4,2022-01-23 21:21:50,
328,7762,1,2021-01-05 22:41:15,
328,3848,3,2020-02-27 21:42:18,
328,4012,9,2022-06-04 17:15:27,
328,3000,8,2022-02-08 05:34:00,
328,9421,5,2021-11-11 23:00:34,
329,1741,8,2023-09-09 01:12:25,
329,545,10,2021-01-16 19:51:00,
329,519,2,2023-03-09 15:25:14,
329,9974,8,2021-02-14 04:43:04,
329,9718,4,2020-04-18 13:58:31,
329,8846,7,2021-07-28 03:38:13,1603990593
330,7893,2,2021-03-19 00:02:27,
330,4228,3,2021-12-30 09:16:53,1673964109
330,8516,9,2020-05-24 08:02:56,
330,5574,6,2021-07-28 07:56:30,1690597223
330,488,10,2021-11-15 01:58:26,
331,3211,6,2020-11-17 15:20:22,
331,9348,10,2022-02-16 21:42:09,
331,4778,10,2023-04-02 22:51:27,
331,362,2,2022-09-16 15:47:21,
331,9219,4,2021-05-01 03:21:17,
331,9421,6,2022-08-08 07:10:29,1615401608
332,9304,9,2023-07-05 04:58:25,
332,9456,2,2020-01-07 13:20:13,
332,4105,7,2023-07-04 22:40:56,
332,1741,5,2020-01-28 18:25:22,
332,2609,1,2021-01-27 07:44:27,
333,3211,5,2023-05-04 22:51:46,
333,6666,1,2022-08-02 09:13:35,
333,5793,3,2023-01-26 16:02:19,
333,629,8,2023-04-04 17:56:23,
333,8551,9,2023-09-04 17:47:47,
333,9864,10,2023-10-05 01:02:01,
333,8463,6,2022-10-19 04:45:26,
334,3245,8,2022-12-03 15:15:16,1628419920
334,7761,10,2021-08-28 20:43:45,
334,3869,8,2021-11-22 17:30:58,
334,6763,7,2020-05-16 23:47:18,
335,5847,9,2022-12-21 00:43:52,1621771611
335,4270,6,2022-05-21 05:30:27,
335,839,1,2020-09-12 00:46:41,1638807658
335,7759,9,2020-06-19 11:31:42,
335,9026,5,2020-09-13 06:37:44,
336,1679,8,2023-09-18 08:37:56,
336,3549,5,2023-01-27 08:48:54,
336,572,4,2022-07-14 16:13:59,
336,2205,8,2021-08-07 02:52:10,
336,7759,3,2023-07-24 00:14:45,
336,9864,10,2020-07-11 07:27:14,
336,3602,2,2020-09-26 14:17:13,1690828343
337,8365,6,2023-03-24 04:57:10,
337,5692,3,2021-07-02 02:16:14,1638680518
337,7126,9,2020-04-15 12:14:32,
337,9740,9,2021-02-10 01:01:11,
337,6493,7,2022-08-01 01:26:44,1648653458
338,6493,5,2022-09-08 00:14:55,1639048251
338,6402,10,2022-10-17 09:26:41,
338,2766,4,2020-05-18 01:51:32,
338,134,8,2020-09-21 08:38:58,
339,7268,5,2020-05-26 04:11:29,1670290473
339,6317,7,2020-04-22 12:34:47,
339,4105,2,2022-12-04 18:56:44,
339,1975,4,2020-01-11 11:18:11,
339,690,5,2020-12-08 14:14:40,1673469060
339,6761,4,2020-03-17 03:38:06,
339,7761,4,2021-05-20 05:52:08,
339,5561,9,2020-08-02 10:06:12,1597645464
339,362,1,2020-01-16 09:16:36,
340,3931,1,2021-03-24 12:05:27,
340,4182,2,2020-01-05 08:40:21,
340,8551,2,2021-12-29 14:26:32,
340,7188,5,2022-03-13 15:36:07,1660006272
340,5728,9,2023-08-14 11:44:05,
340,7759,8,2023-10-07 15:05:35,
340,5711,6,2021-08-31 14:36:41,1608905068
340,7400,8,2023-02-20 14:56:19,1648476282
340,9140,9,2020-01-17 02:12:41,
341,1741,4,2020-11-07 06:24:46,
341,2249,7,2021-09-27 12:49:19,1641472281
341,5847,3,2021-03-27 14:24:30,1597271364
341,3869,10,2023-03-06 02:15:02,
341,2927,7,2022-11-18 09:27:52,
341,2609,5,2020-03-19 11:48:41,
341,2448,4,2021-05-16 05:51:34,1582880397
342,1741,7,2020-12-05 23:54:32,
342,7416,6,2020-05-11 23:52:54,
342,1982,9,2021-09-18 06:38:50,1641294642
342,1461,8,2020-08-02 16:17:45,1675822281
342,5847,8,2023-03-16 01:02:58,
342,8285,3,2020-07-19 16:30:20,
342,3026,9,2023-10-15 19:13:23,
343,1679,8,2023-09-18 08:37:56,
343,3549,5,2023-01-27 08:48:54,
343,572,4,2022-07-14 16:13:59,
343,2205,8,2021-08-07 02:52:10,
343,7759,3,2023-07-24 00:14:45,
343,9864,10,2020-07-11 07:27:14,
343,3602,2,2020-09-26 14:17:13,1690828343
344,9304,3,2021-01-26 01:20:55,
344,2464,3,2022-07-29 13:27:22,1673521910
344,962,1,2020-10-08 17:34:31,1675271809
344,5574,6,2023-08-14 04:15:16,
344,8293,6,2023-02-22 06:55:23,
344,3957,4,2023-09-26 19:06:41,
344,4268,3,2022-01-24 12:04:09,
344,690,2,2022-10-18 14:11:07,1643093377
344,1233,9,2021-05-27 13:17:22,
344,7968,8,2020-10-11 02:05:13,
345,5131,3,2021-02-28 10:44:58,
345,1416,6,2022-09-05 00:36:19,
345,4661,7,2020-06-28 16:52:16,
345,3923,3,2023-05-23 03:37:13,
345,7484,3,2023-02-22 16:52:22,
345,9798,4,2022-02-13 23:42:02,
345,8354,1,2020-01-12 07:13:42,
346,9456,5,2020-12-25 08:55:10,1589651023
346,3026,9,2021-12-13 23:44:11,
346,4807,7,2022-08-23 13:16:08,1597009764
346,5584,1,2023-04-13 08:21:46,
346,4442,1,2021-09-09 03:54:46,
347,4228,2,2020-04-11 18:30:36,
347,9864,1,2020-09-21 06:44:30,
347,1233,5,2023-03-07 08:12:34,1604812432
347,4647,10,2020-08-25 11:45:21,1577848979
347,5711,10,2020-07-31 11:30:19,
347,519,5,2023-02-13 01:47:42,
348,4105,10,2023-07-29 14:05:39,
348,137,2,2022-07-03 15:04:12,1691334890
348,4182,5,2021-10-15 07:58:18,
348,1636,1,2023-06-18 13:30:26,
348,629,1,2022-01-01 06:01:02,
348,7720,9,2022-07-27 00:58:05,
349,9839,2,2023-06-03 18:44:49,
349,5715,5,2020-01-29 23:15:39,
349,9456,3,2020-11-24 04:30:41,
349,6266,2,2022-04-25 02:55:25,
349,3549,3,2020-08-06 03:40:29,
349,1741,10,2023-04-19 21:26:19,
349,1975,7,2023-05-01 20:21:20,
349,2664,6,2022-09-12 00:45:55,
349,572,3,2022-05-17 00:20:15,
349,4345,8,2022-03-20 10:37:17,
350,5561,6,2021-11-08 19:43:12,1589945960
350,962,10,2020-07-25 21:40:46,1604068113
350,1136,2,2023-04-30 13:31:52,
350,4647,7,2021-04-02 08:02:19,
350,6266,10,2020-03-25 22:39:32,1672992811
350,6030,1,2023-04-30 16:15:36,
350,9899,5,2020-03-24 07:44:45,
350,5313,8,2023-02-26 13:56:51,
351,7402,5,2023-04-20 22:52:24,
351,8953,10,2022-12-01 07:13:40,
351,5561,7,2021-03-02 03:08:17,
351,4556,7,2023-09-18 00:32:41,
351,3091,8,2022-07-19 08:13:36,1648418236
352,3432,7,2020-02-29 11:22:49,
352,6807,5,2022-10-27 03:50:40,
352,9609,1,2022-11-06 06:20:07,
352,1086,1,2023-08-31 23:05:00,
352,2418,6,2022-06-17 12:19:16,
352,1667,10,2021-04-01 08:00:13,
353,7593,8,2021-07-06 00:30:28,
353,8354,8,2021-02-08 08:33:16,
353,1596,2,2020-05-01 15:51:04,
353,1667,9,2022-10-14 20:28:44,
353,8285,7,2023-09-27 19:20:32,1668929179
353,7156,7,2021-12-14 08:30:16,1681151534
354,8407,4,2023-02-14 06:34:37,
354,9067,10,2023-04-11 18:21:04,
354,8233,8,2022-03-24 13:40:30,1595537929
354,2249,6,2023-10-26 11:50:21,
354,134,8,2021-02-04 01:29:36,
354,9839,1,2022-03-02 16:03:18,
354,1086,2,2021-07-12 09:34:50,1675997592
354,6666,8,2021-02-25 16:51:39,1650156283
355,7380,4,2021-07-21 05:24:00,
355,2385,4,2023-03-12 17:59:12,1661928610
355,3602,2,2022-08-14 01:17:42,
355,8285,1,2022-01-20 21:30:19,
355,4046,4,2022-07-21 11:19:50,1645023508
355,6137,1,2020-08-28 04:48:34,
355,9421,9,2022-02-12 12:23:50,
356,4228,2,2020-04-11 18:30:36,
356,9864,1,2020-09-21 06:44:30,
356,1233,5,2023-03-07 08:12:34,1604812432
356,4647,10,2020-08-25 11:45:21,1577848979
356,5711,10,2020-07-31 11:30:19,
356,519,5,2023-02-13 01:47:42,
357,4105,10,2023-07-29 14:05:39,
357,137,2,2022-07-03 15:04:12,1691334890
357,4182,5,2021-10-15 07:58:18,
357,1636,1,2023-06-18 13:30:26,
357,629,1,2022-01-01 06:01:02,
357,7720,9,2022-07-27 00:58:05,
358,3168,7,2021-08-01 03:08:18,
358,3168,9,2022-07-09 12:18:40,
358,7484,7,2023-05-08 01:31:56,
358,8463,5,2022-01-06 13:07:01,
358,8354,3,2021-01-14 23:10:59,
358,3320,6,2021-01-01 04:44:12,
358,3910,4,2022-10-02 16:42:15,
358,7158,7,2022-08-27 14:06:41,
358,2156,4,2020-03-18 13:14:16,
359,1086,4,2021-05-14 02:15:36,
359,8285,10,2021-01-08 22:15:21,
359,6030,5,2020-05-30 18:42:21,
359,3211,8,2023-09-21 13:33:58,
359,3910,2,2023-02-04 19:16:50,1622038100
359,3320,9,2023-07-23 12:05:05,1680688904
359,9718,5,2020-11-18 13:03:42,
360,8618,6,2020-06-24 06:35:02,
360,6121,10,2022-11-23 11:23:02,
360,9718,9,2022-05-02 08:22:51,
360,3707,9,2021-08-19 02:57:05,
360,4228,6,2022-08-18 14:29:41,1696230293
360,3602,2,2020-09-19 05:15:04,
360,7126,10,2021-02-22 15:46:47,
360,6317,9,2022-07-06 11:51:25,
360,8298,2,2022-04-21 08:18:07,
360,6493,4,2023-09-14 15:27:48,
360,7416,7,2021-12-25 17:45:17,
360,3658,5,2020-09-15 08:08:00,1583864184
360,1975,8,2022-02-21 04:53:31,
361,7593,8,2021-07-06 00:30:28,
361,8354,8,2021-02-08 08:33:16,
361,1596,2,2020-05-01 15:51:04,
361,1667,9,2022-10-14 20:28:44,
361,8285,7,2023-09-27 19:20:32,1668929179
361,7156,7,2021-12-14 08:30:16,1681151534
362,3211,5,2023-05-04 22:51:46,
362,6666,1,2022-08-02 09:13:35,
362,5793,3,2023-01-26 16:02:19,
362,629,8,2023-04-04 17:56:23,
362,8551,9,2023-09-04 17:47:47,
